wgEncodeBroadHmmHuvecHMM.count,IPA_BP_annotation,IPA_Activity,GDI_Score,betamax,Fallopian Tube_GTExTPM,Heart - Atrial Appendage_GTExTPM,Kidney - Cortex_GTExTPM,Liver_GTExTPM,Pituitary_GTExTPM,Testis_GTExTPM,Adrenal Gland_GTExTPM,Brain - Amygdala_GTExTPM,Cells - EBV-transformed lymphocytes_GTExTPM,humanscore_Exomiser,mousescore_Exomiser,fishscore_Exomiser,HIPred,pLI_ExAC,SDI,Gene,BPlabel
6437,0,0,7952.87694,0.6727,80.3908,88.5586,27.9862,14.8307,33.3311,68.1228,27.3248,88.4649,52.8438,0.0,0.0,0.0,0.273053437,0.998848724,9.68123578,MAP4,probable
51,0,0,121.12067,0.5027,36.7942,8.60647,10.6195,3.95268,19.0578,37.4156,25.8656,4.60796,10.6448,0.0,0.477882401,0.0,0.654942453,0.232913565,4.52819492,MAPK7,probable
862,0,0,48.85088,-0.5253,27.1536,20.1719,17.0428,10.9226,17.0492,36.5321,36.3519,22.017,64.1688,0.0,0.465944823,0.0,0.824708164,0.999736598,6.61160851,MAPKAP1,probable
325,0,0,4302.22642,0.4471,1.79092,2.8254,7.07255,0.261872,51.9157,7.67509,0.874616,74.5906,0.104208,0.0,0.0,0.0,0.565020561,4.68265e-05,27.47563542,MAPT,probable
34,1,0,40.92143,-0.3182,237.898,97.9472,82.7396,108.978,143.494,89.6183,153.66,43.0531,246.511,0.0,0.0,0.0,0.700975537,0.950092967,9.69401325,MCL1,probable
1167,0,0,4.23961,0.6824,147.746,10.1845,6.28383,1.80633,223.191,16.9054,47.2146,7.44232,3.75173,0.0,0.0,0.0,0.767147124,0.022432784,2.93755893,MDK,probable
50,0,0,3.53068,-0.6337,,,,,,,,,,,,,,,,MGC10955,least likely
45,0,0,1715.16552,-0.3807,27.3257,18.0085,9.69034,9.20037,33.386,44.4973,18.9527,9.24029,48.5219,0.0,0.0,0.0,0.650545239,0.739578311,8.26567547,MLH1,probable
1040,1,0,140.44703,-0.3382,1.57504,0.573395,37.7336,5.8127,0.501727,0.921413,0.206853,0.0896445,0.0780681,0.0,0.0,0.0,0.743839204,2.19309e-08,12.90950108,MME,most likely
712,0,0,264.93653,-0.2642,0.349282,0.206185,0.104454,0.0398599,0.285176,1.47414,0.119206,0.174319,0.0381268,0.894080968,0.395367293,0.0,0.597733259,1.43928e-06,5.8717989,MPL,probable
1,1,0,4524.99996,,14.8533,14.7015,8.27033,4.96152,20.1781,15.5602,9.64992,4.17946,8.69039,0.0,0.0,0.0,0.37917918,2.45516e-07,1.99733796,MTHFR,probable
21,1,2,324.5184,-0.1934,0.0,0.0,0.0,0.0,0.0,0.658488,0.0,0.00904824,0.0,0.0,0.0,0.0,0.501750886,0.00870273,1.74820254,MTNR1B,probable
58,0,0,1618.50988,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0930855,0.0,0.0,0.0,0.0,0.0,,,1.99932516,MTRNR2L5,least likely
57,0,0,4.81382,-0.4319,0.0888322,0.161113,0.180673,0.101044,0.081244,0.131827,0.153384,0.481583,0.0765022,0.0,0.0,0.0,,,1.9940426,MTRNR2L6,least likely
1,1,0,5098.77916,,0.0888147,4609.46,0.175347,0.169688,5.64919,0.428808,0.300026,0.322459,0.483849,0.0,0.558572271,0.0,0.495365709,1.27599e-17,7.02337534,MYH6,probable
1,0,0,108.56923,,0.18153,592.177,0.34738,0.496362,3.03324,2.69373,0.672952,1.40899,1.02557,0.957427108,0.0,0.0,0.631864309,0.000145766,5.87436508,MYH7,probable
31,0,0,2287.01575,-0.178,2.94032,49.4178,0.987793,0.619648,4.1206,32.7457,0.611083,4.14178,0.410157,0.0,0.0,0.0,0.781591654,1.33081e-23,2.98610432,MYH7B,probable
40,0,0,547.26349,-0.3687,39.4992,15.9081,10.2196,11.9914,26.0401,81.3088,29.945,13.4555,105.092,0.0,0.0,0.0,0.792072892,0.999998877,7.54165982,MYO9B,most likely
784,0,0,3780.70014,0.5874,0.0,0.0,0.0,0.0,0.292167,1.51697,0.0,0.0,0.0,0.0,0.0,0.0,0.111908376,0.087453851,0.0,NBPF6,least likely
37,0,0,11.36697,-0.4375,50.4535,46.4213,52.029,39.1901,61.6546,79.8628,70.5451,44.6516,83.4268,0.0,0.0,0.0,0.432313383,0.339536516,2.00140612,NDUFA2,probable
256,0,0,27.09868,-0.4045,37.3734,41.2143,36.7924,28.5577,54.4568,48.6447,54.8533,41.1691,62.5508,0.0,0.0,0.0,0.320700407,0.047137034,5.62602042,NDUFS3,probable
102,1,1,42.02222,0.3845,2.24275,5.9425,12.514,2.45612,16.2123,4.1627,5.59453,5.34008,3.8322,0.0,0.899703515,0.0,0.824708164,0.999966646,7.68047773,NEDD4L,most likely
656,0,0,133.06333,-0.5093,0.0,0.0,0.0,0.0,15.6431,1.11565,0.00887582,0.0,0.0,0.0,0.0,0.0,0.444330692,0.140552619,0.0,NEUROD4,least likely
32,1,0,363.12652,0.2836,13.4901,8.83257,5.76301,1.8293,8.49258,13.1943,4.97365,2.08454,0.235102,0.957427108,0.882196062,0.0,0.636561334,2.21161e-05,9.79939448,NOS3,probable
52,0,0,203.86765,0.3503,3.40164,0.758369,1.17542,1.09652,2.14771,4.39466,0.829499,0.884248,1.4108,0.0,0.0,0.0,,,1.99992573,NPIPB11,least likely
1,1,0,1308.42229,,2.0292,28754.0,1.19891,1.3644,5.93242,13.3073,1.80967,2.71046,2.29444,0.0,0.89609491,0.0,0.244530007,0.016931635,6.90823393,NPPA,most likely
1,1,2,41.12591,,0.14807,1639.56,0.113773,0.114646,0.514502,0.583287,0.158882,0.224174,0.120796,0.0,0.0,0.0,0.181705475,0.00038006,2.83811816,NPPB,most likely
45,1,0,1510.90255,0.2257,90.994,16.8415,36.43,2.39363,8.67364,3.86741,14.0193,0.802801,3.70879,0.0,0.932800606,0.0,0.711480618,0.000172509,3.98295932,NPR1,most likely
39,1,0,1772.52944,0.5137,2.52281,5.50333,11.0834,1.30813,0.339425,0.99814,2.84903,0.223057,0.0465167,0.0,0.853179975,0.0,0.622939706,0.003099263,3.99033126,NPR3,most likely
305,0,0,3330.11414,-0.3613,13.5656,7.32946,30.3739,0.755957,7.11795,4.84516,57.0004,17.1414,17.1921,0.0,0.0,0.0,0.575230479,4.52405e-11,3.8377306,NQO1,probable
257,0,0,7029.68062,-0.4635,0.30181,0.442168,1.19746,1.00514,2.24661,2.34743,0.198314,0.358242,0.00389043,0.0,0.545722407,0.0,0.653915465,0.947798762,10.93726445,NRG1,probable
74,0,0,1330.90849,-0.1726,13.6071,3.67448,3.92661,5.17312,4.7245,7.69615,10.4093,1.71615,5.46974,0.0,0.0,0.0,0.762403488,0.991172158,4.62651381,NRIP1,probable
80,0,0,602.61593,-0.3719,39.2225,11.4747,13.3721,7.49669,31.1934,44.0492,24.128,10.4022,39.088,0.0,0.0,0.0,0.638582647,0.052197863,0.0,NT5C2,probable
650,1,0,4347.97507,-0.2948,19.77,13.3981,4.43272,6.78081,36.0331,29.5574,10.2877,4.55142,8.55087,0.0,0.431381082,0.0,0.229989916,8.58988e-08,7.6323214,NUCB2,probable
71,0,0,8.43166,-0.3434,1.97616,0.964769,0.406641,0.524384,1.8037,1.47809,0.962661,0.143568,2.10745,0.0,0.0,0.0,0.146139458,0.017329039,,OCLM,least likely
19,1,0,2304.1461,0.2505,0.00719869,0.0,0.0,0.0,0.014081,2.53345,0.0,0.0319983,0.0,0.0,0.0,0.0,0.45271197,4.20778e-05,14.75014718,OPRM1,probable
998,0,0,1919.79326,-0.5045,0.0,0.0,0.0,0.0,0.0,0.0283906,0.0,0.0,0.0,0.0,0.0,0.0,0.111908376,0.007138452,0.0,OR10G9,least likely
19,0,0,1835.21965,-0.2854,0.0,0.0,0.0,0.0,0.0,16.648,0.0,0.0,0.0,0.0,0.0,0.0,0.170125708,1.5923e-08,1.74820254,OR10J1,least likely
110,0,0,10099.65241,-0.4135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146139458,0.044375651,0.0,OR10R2,least likely
1,0,0,2713.21922,,0.0,0.0,0.0,0.0,0.0,0.0654694,0.0,0.0,0.0,0.0,0.0,0.0,0.25535503,0.712159403,0.0,OR1D5,least likely
95,0,0,118.03568,0.3936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123297259,0.015283314,0.0,OR2AJ1,least likely
19,0,0,650.65007,-0.1345,0.0720918,0.0,0.0,0.0,0.111567,2.02284,0.0,0.125455,0.0,0.0,0.0,0.0,0.111908376,0.001867748,0.0,OR2L2,least likely
178,0,0,2290.45899,0.5922,0.0561926,0.0,0.0,0.0,0.196918,0.110064,0.0,0.0,0.0,0.0,0.0,0.0,0.111908376,6.39177e-05,0.0,OR2L3,least likely
46,0,0,239.02977,0.3589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146139458,6.75518e-05,0.0,OR4K13,least likely
53,0,0,2179.08089,0.3499,2.05628,0.354944,0.436264,0.134019,0.883201,0.958143,0.203837,0.130576,1.74091,0.0,0.0,0.0,0.146139458,3.29465e-05,1.98266541,OR52N4,least likely
272,0,0,4882.5213,-0.3774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0457591,0.0,0.0,0.0,0.111908376,0.001920531,1.98266541,OR5K3,least likely
187,0,0,4489.11023,-0.3416,0.0,0.0,0.0,0.0,0.0,0.0910709,0.0,0.0,0.0644526,0.0,0.0,0.0,0.111908376,9.27165e-07,1.98266541,OR5K4,least likely
92,0,0,2006.35393,-0.4847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144167379,0.017981897,0.0,OR6Y1,least likely
149,0,0,235.93423,0.4266,10.1449,5.99989,6.23906,4.52536,16.347,24.6983,5.95188,6.83737,24.9875,0.0,0.0,0.0,0.579714477,0.988642484,,OSGIN2,probable
68,0,0,41.40219,0.359,0.885336,0.494738,3.09043,0.172973,0.960922,0.496205,0.84992,0.298815,0.0643215,0.0,0.497331948,0.0,0.455463469,4.63835e-07,3.27505451,P2RY6,probable
82,0,0,216.58313,-0.3275,0.0,0.0,0.0,0.0,0.0216121,0.907013,0.0358099,0.0258759,0.0,0.0,0.0,0.0,0.22862041,0.001881242,2.99226437,PANX3,least likely
1529,0,0,1247.40878,0.5461,0.0,0.0,0.0,0.0,0.0629701,0.0,0.0,0.0141248,0.0,0.0,0.0,0.0,0.146139458,0.007572397,1.86907763,PBOV1,least likely
96,1,1,48.90667,-0.5545,4.64491,0.965037,2.10473,0.149176,4.02766,4.75542,0.758606,0.905014,0.0121974,0.0,0.0,0.0,0.80871886,0.998485351,2.99056035,PDE10A,probable
166,1,1,1086.94608,-0.2903,0.16086,0.0398338,0.308359,1.43363,1.57488,1.75341,0.18208,0.437836,0.0101761,0.957427108,0.0,0.0,0.527515531,4.16725e-31,0.0,PDE11A,probable
745,0,0,40.97898,-0.5346,11.0839,4.13939,7.70252,0.721368,1.64713,18.0719,2.37502,7.51243,0.0230582,0.0,0.0,0.0,0.54646343,0.730656355,2.96331746,PDE1A,most likely
597,1,0,1899.16799,-0.4488,9.08769,22.7791,2.23246,0.732066,2.59756,0.91261,0.662657,1.3928,0.0277649,0.957427108,0.0,0.0,0.746229529,0.106612096,1.99962367,PDE3A,probable
41,1,1,426.62286,-0.4491,22.3949,3.38444,1.8988,0.44053,3.72276,7.18509,4.4193,1.06959,0.470755,0.0,0.0,0.0,0.640711069,0.003390906,0.0,PDE5A,probable
244,1,1,317.57217,0.3022,30.8388,12.51,19.7374,20.1172,24.7527,30.097,34.6952,17.389,28.6723,0.0,0.0,0.0,0.650558949,0.713477057,1.99992492,PDE8A,probable
36,0,0,16.87911,-0.4523,21.6651,2.96451,4.87935,4.2196,3.82562,4.24083,13.9994,2.60864,0.0330563,0.0,0.0,0.0,0.737545311,0.969061049,8.90483434,PDGFC,probable
129,1,1,599.71226,-0.3671,89.1068,21.9757,9.55813,4.43704,5.31296,12.3471,20.4762,16.7691,0.109071,0.0,0.494209116,0.0,0.852899194,0.99987673,10.79929478,PDGFRA,probable
14,0,0,289.79879,0.6378,247.283,65.0445,46.0841,40.5436,156.28,67.348,60.331,15.1948,21.8478,0.0,0.0,0.0,0.693781972,0.875748962,3.66240179,PER1,probable
783,1,2,1363.72417,-0.4597,45.1429,2.41109,0.861067,0.108455,1.64211,2.14859,1.69834,0.263372,0.00860162,0.0,0.477894065,0.0,0.833875239,0.884782623,2.94475488,PGR,most likely
609,0,0,15.56557,-0.5123,1.81364,1.86135,0.960079,0.245544,4.07433,1.83402,0.440724,7.67659,19.0303,0.0,0.0,0.0,0.209607884,0.664117315,3.97250131,PHACTR1,probable
35,0,0,76.83464,0.2222,17.0934,12.3672,6.14034,1.15447,11.9708,43.0607,11.9342,6.81515,13.2168,0.0,0.0,0.0,0.71511656,1.40586e-06,1.99990361,PIK3R3,probable
47,0,0,,-0.312,0.221323,0.270404,0.0549654,0.570161,1.0015,1.39554,0.128442,0.0230773,0.0173583,,,,,,5.95345819,PKD1L3,probable
35,0,0,3481.90583,-0.2666,0.0469471,0.00961757,0.181666,0.191789,0.0874236,4.34285,0.0585381,0.058825,0.029756,0.0,0.0,0.0,0.250911236,6.57114e-17,9.90845216,PKD2L1,most likely
56,0,0,22.08097,0.4133,3.03872,0.266072,1.15093,1.61753,3.77906,6.81154,5.62176,0.224792,0.825902,0.0,0.0,0.0,0.348049432,3.64893e-11,4.93580207,PLA2G1B,probable
19,0,0,81.7627,-0.3874,17.8625,16.4122,6.11369,0.628377,9.05755,19.3525,40.4021,20.2114,0.579364,0.0,0.0,0.0,0.275690168,0.000143297,2.87341017,PLCD3,most likely
18,0,0,134.29607,0.2175,0.0,0.0,0.0,0.0,0.247242,0.0867021,0.0684337,0.0,0.0,0.0,0.0,0.0,,,4.81544009,PLET1,least likely
35,0,0,15.56407,-0.3834,18.1338,9.56726,7.37342,7.34216,14.9695,30.8434,8.78881,7.99244,28.6974,0.0,0.514240382,0.0,0.794491291,0.985449561,4.90475214,PPM1A,probable
651,0,0,6.37885,0.4462,19.3728,7.3242,5.36276,5.15203,14.8009,11.763,20.3513,39.9393,14.0476,0.0,0.0,0.0,0.824708164,0.998148789,8.79676704,PPP3CA,probable
36,1,1,21.40368,0.3955,49.3274,18.5275,11.2124,6.63453,39.5826,28.35,25.5312,26.472,35.7591,0.0,0.479453267,0.0,0.794239461,0.999703649,6.7860231,PPP3CB,probable
1084,0,0,173.2434,-0.4041,0.0,0.0,0.0,0.0,0.0,0.548622,0.0,0.0,0.0,0.0,0.0,0.0,0.25535503,0.098105164,,PRAMEF1,least likely
220,0,0,451.59604,-0.3102,0.0,0.0,0.0,0.0,0.0,0.225733,0.0,0.0,0.0,0.0,0.0,0.0,0.111908376,3.89693e-06,,PRAMEF12,least likely
13,0,0,9600.77696,-0.3759,132.062,48.0168,44.9495,23.0327,127.525,268.744,68.8635,57.743,149.21,0.0,0.0,0.0,0.3721928,1.0,4.97086711,PRRC2A,probable
52,0,0,1699.46831,0.2376,399.016,167.826,195.581,183.23,336.457,168.093,330.871,153.686,509.322,0.0,0.0,0.0,0.71101737,0.398813285,7.43867349,PSMB4,probable
260,0,0,0.9687,-0.28,140.593,96.4865,60.8859,66.6153,90.3624,153.472,99.2389,89.8726,155.604,0.0,0.0,0.0,0.782960892,0.979199713,12.50320448,PSMC3,probable
67,0,0,5.14301,0.4129,46.6741,25.8371,20.9657,21.1687,37.0037,53.4618,35.1958,17.5475,73.0406,0.0,0.0,0.0,0.782960892,0.999745809,9.67742038,PSMD11,probable
137,0,0,605.54211,-0.3169,27.808,7.35862,7.47967,9.8677,18.8941,18.0196,23.2584,5.61349,27.2014,0.0,0.0,0.0,0.497687757,1.2658e-05,4.28855844,PSMD5,probable
457,0,0,3.61036,0.3197,50.9678,12.236,9.7955,11.1844,18.2386,20.6591,18.1346,9.74,62.4455,0.0,0.0,0.0,0.782960892,0.975506866,15.67297733,PTEN,probable
58,0,0,30.97993,-0.4131,191.628,66.0199,78.073,68.3244,124.461,140.452,96.4406,82.2452,292.246,0.0,0.0,0.0,0.824708164,0.87136585,7.74742911,PTGES3,probable
28,0,0,109.27527,-0.2527,0.24368,0.0,0.692473,0.0694395,0.0827362,1.84327,0.0,0.142841,0.0642239,0.0,0.0,0.0,0.292119116,0.054416635,1.70705006,PYY,probable
326,0,0,186.7787,0.5895,16.1393,5.0117,5.2578,4.63894,13.0243,10.289,6.55567,3.55376,8.02587,0.0,0.0,0.0,0.566305161,2.38442e-07,3.86565544,RAD52,most likely
322,0,0,1105.62229,-0.2548,298.733,38.1498,12.5735,1.75494,23.9336,1.81733,16.1616,0.838151,0.205859,0.0,0.0,0.0,0.139342904,8.40652e-07,1.99980452,RARRES1,probable
39,0,0,8.76227,0.2862,0.0,0.0,0.0,0.0,0.0,0.915058,0.0,0.0,0.0,0.0,0.0,0.0,0.111908376,0.006838299,0.0,RNASE12,least likely
18,0,0,37.62967,0.2414,,,,,,,,,,,,,0.214144617,0.029365312,,RP11-108K14.8,least likely
17,0,0,9663.74662,0.2315,3.18347,1.13703,0.921615,0.266307,2.88095,9.1775,1.15146,0.951184,1.20162,,,,,,,RP11-156E8.1,least likely
377,0,0,585.87908,0.4066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,RP11-160N1.10,least likely
492,0,0,24.8781,0.2664,0.783781,0.16093,0.121471,2.8411,0.0465697,0.587745,0.250947,0.0625454,0.0,,,,,,,RP11-676J12.7,least likely
465,0,0,2.26953,-0.2725,0.269483,0.0837811,0.0579255,0.41997,0.700894,2.65571,0.0584635,0.0,0.0846201,,,,,,,RP11-701P16.2,least likely
44,0,0,76.62647,0.3302,1.72672,0.0,0.320612,0.0,0.0,0.0,0.0,0.0,0.0943672,,,,,,,RP11-763F8.1,least likely
180,1,0,987.04507,0.2271,18.1162,6.85244,6.55914,3.70345,10.5383,11.164,9.27608,6.68072,2.28843,0.0,0.0,0.0,0.426189721,0.38005409,2.97179723,SBF2,probable
320,1,1,1695.64989,-0.2424,0.0,0.0666701,0.0,0.0,0.0,0.458663,0.0,0.0,0.0,0.0,0.468244205,0.0,0.519814193,6.14215e-26,3.97098282,SCN10A,probable
208,0,0,693.6775,-0.2077,0.226576,0.0400799,1.97623,0.0255395,4.21768,0.357389,0.264267,4.21337,0.00953275,0.0,0.0,0.0,0.778094649,0.999999992,10.68395422,SCN2A,probable
46,0,0,1095.64678,-0.2456,17.3535,14.1612,9.76468,7.91462,15.2041,17.102,13.4375,5.99931,43.0456,0.957427108,0.0,0.0,0.55241257,0.00592219,1.96798985,SH2B3,probable
8,0,0,235.27173,-0.1763,0.919316,0.30356,1.29136,11.5862,0.969161,12.3003,1.3208,0.675332,0.112384,0.0,0.0,0.0,0.123297259,0.000188842,1.97755717,SHBG,most likely
1,0,0,986.92433,0.5332,21.6682,3.41182,73.167,181.103,5.50215,25.5073,8.91493,4.09533,22.9632,0.0,0.0,0.0,0.770912826,1.86116e-07,2.97639148,SHMT1,probable
81,0,0,1292.6128,0.2211,4.19687,1.26999,0.555572,0.745953,1.84331,0.553005,0.430532,0.220645,0.506855,0.0,0.0,0.0,0.704433322,0.993830465,2.8304118,SIK1,probable
26,0,0,43.02086,0.7476,20.1728,11.5672,9.88598,16.5816,33.4791,8.05378,13.8324,6.91608,10.638,0.0,0.0,0.0,0.809006751,0.999836809,2.8304118,SIK2,probable
215,0,0,,0.351,24.9716,10.1906,8.75011,8.82313,28.1664,49.9014,11.41,17.0967,12.9686,0.0,0.0,0.0,0.72829324,0.999882541,0.0,SIK3,probable
39,1,1,115.75595,0.2966,7.63253,3.42877,2.79033,1.67254,10.7423,15.6647,14.8726,9.10162,14.8188,0.0,0.804354974,0.0,0.638582647,0.999438622,5.83357103,SLC12A2,most likely
28,1,0,6537.42463,-0.1682,0.0727311,0.0786886,0.224221,0.0190877,0.0972405,0.875173,1.39574,0.0136593,0.113287,0.0,0.395367293,0.0,0.177065939,8.42741e-14,3.79511105,SLC14A2,most likely
19,0,0,25.55771,0.2408,21.4042,22.2207,3.43104,14.9237,7.60566,37.9799,12.4444,11.7816,42.4107,0.0,0.0,0.0,0.788574338,0.826067878,7.92021891,SLC16A1,probable
148,0,0,49.57694,-0.3138,0.0793024,0.0283905,16.7694,197.432,0.471998,4.35115,0.0236993,0.103469,0.196669,0.0,0.0,0.0,0.319299012,3.71516e-06,3.64963493,SLC22A7,probable
1,1,1,1219.29265,,21.3428,42.7168,1.8524,1.46751,6.68359,7.21154,5.12207,1.8697,0.187633,0.0,0.906644289,0.0,0.637993336,0.135386793,17.64906737,SLC2A4,most likely
9,0,0,415.36286,-0.229,0.41317,24.0102,0.208525,1.04292,1.81762,6.14332,0.022321,0.0615959,0.0276677,0.0,0.0,0.0,0.684255004,0.008031196,2.93433955,SLC5A1,most likely
309,1,1,138.92944,0.3921,39.7777,19.2009,15.9714,10.3478,23.4148,7.27596,6.89811,9.59361,24.6468,0.957427108,0.477894065,0.0,0.824708164,0.868268313,10.52385559,SMAD3,probable
66,0,0,10.57923,0.3742,27.0093,29.1221,38.9481,65.945,18.1638,16.97,70.4288,8.2075,9.09961,0.0,0.0,0.0,0.207913831,0.000439257,2.99256063,SPR,probable
42,0,0,46.4952,-0.4599,134.428,23.8782,24.4597,18.3302,85.8141,44.0638,68.1193,18.964,59.0072,0.0,0.0,0.0,0.839585781,0.99995316,3.66240179,STAT5B,probable
17,1,0,4051.69126,0.4441,10.9911,6.16837,6.66694,0.663081,33.9272,51.9819,4.39686,20.4718,0.312763,0.0,0.930627006,0.0,0.786468923,0.999462431,7.79276302,STK39,probable
19,1,1,94.00915,0.4368,2937.24,287.439,166.705,38.9466,95.1329,124.167,162.261,18.0602,9.85485,0.0,0.0,0.0,0.444217145,0.24153768,0.0,TAGLN,probable
163,0,0,30.58676,0.6295,0.291871,0.0452431,0.0,0.0,0.143327,0.140474,0.056772,0.0298676,0.234284,0.0,0.0,0.0,0.123297259,0.000144124,1.98266541,TAS2R3,least likely
16,0,0,1623.12511,-0.2699,0.0,0.0,0.0,0.0,0.0,0.0980923,0.0,0.0,0.0,0.0,0.0,0.0,0.123297259,0.065390402,1.98266541,TAS2R38,least likely
118,0,0,802.33751,0.3182,1.80017,0.342841,0.540311,0.330379,2.46628,1.34866,0.58017,1.17634,1.15568,0.0,0.0,0.0,0.146139458,0.04973845,2.96764242,TAS2R4,least likely
272,0,0,305.63901,-0.4045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111908376,6.3004e-06,1.98266541,TAS2R60,least likely
187,0,0,3.16493,-0.6705,0.0174205,0.0,0.0,0.0,0.0174889,0.0916003,0.0,0.0,0.0,0.0,0.0,0.0,0.186891869,0.490002147,0.0,TBC1D3G,least likely
33,0,0,1070.45038,0.1975,27.9801,6.37634,5.36198,9.70064,11.8595,10.181,8.58968,4.22441,0.415223,0.0,0.0,0.0,0.824708164,0.989605029,6.56033859,TCF7L2,probable
30,0,0,56.37626,0.9415,0.0298888,0.0,0.0,0.0,0.0112421,2.72336,0.0,0.0125066,0.366475,0.0,0.0,0.0,0.693340123,0.866151189,14.05338892,TERT,probable
73,0,0,3646.95795,0.2077,8.60392,2.33576,2.20424,1.37343,7.25045,1.54232,2.83893,1.29485,12.2708,0.894080968,0.0,0.0,0.123297259,7.05368e-26,0.0,TET2,probable
25,0,0,126.47135,0.1705,0.983578,0.170174,0.292548,0.0869152,0.407209,17.4274,0.152138,0.507414,0.670666,0.0,0.0,0.0,,,0.0,TEX22,least likely
1,1,0,472.6638,-0.3708,58.8729,30.3669,32.4722,8.99936,33.8618,17.7424,40.4581,9.29795,155.283,0.0,0.731960198,0.0,0.831385493,0.354132528,13.82529558,TGFB1,most likely
61,0,0,1518.25778,0.2327,86.4257,12.202,12.0969,5.20517,11.3497,9.28207,33.1008,2.82918,1.05597,0.957427108,0.395367293,0.0,0.679628551,0.011054798,7.91602311,TGFBR3,probable
86,1,1,378.07788,-0.6402,66.0365,30.779,5.32661,3.44507,12.0492,4.40311,9.92719,8.14818,0.321486,0.0,0.477735479,0.0,0.603037536,0.245000803,2.97531153,THBS2,probable
400,0,0,1053.74919,-0.4406,21.5988,3.95025,6.79405,15.0274,14.0308,30.9423,20.0687,3.09361,17.3454,0.0,0.0,0.0,0.288511723,8.14596e-06,1.9977004,TMCO6,probable
1,0,0,,,102.421,36.4719,30.684,11.6694,29.5908,12.5914,39.4418,42.2885,14.0279,0.0,0.0,0.0,0.30187729,0.997954015,4.93672721,TNFSF12,probable
670,0,0,15.3263,-0.6038,28.1616,5.80175,5.964,6.86862,8.45352,14.8261,13.5,3.66265,72.9493,0.957427108,0.570663532,0.0,0.831385493,0.912222953,13.71759198,TP53,probable
5,0,0,49.60335,-0.2484,11.0452,4.0262,5.40266,3.26322,10.5093,37.6496,7.2098,4.17741,9.92295,0.0,0.0,0.0,0.444217145,0.505141848,3.52306165,TRIM13,probable
407,0,0,4421.9007,-0.5121,11.9609,3.09327,3.20722,2.53493,9.56511,8.37325,3.86499,2.38963,6.7163,0.0,0.0,0.0,0.288511723,0.000375248,5.80132248,TUBD1,probable
39,1,2,2192.08637,-0.1704,0.806562,0.369907,0.573239,0.32723,0.547907,2.73371,0.90416,1.56965,1.09133,0.0,0.0,0.0,0.824708164,0.988510645,1.86907763,UBASH3B,probable
894,1,1,836.45901,-0.8241,0.0168321,0.0,190.478,0.0,0.0,0.863823,0.0,0.0,0.0,0.0,0.0,0.0,0.208481908,3.18086e-08,8.9127305,UMOD,probable
1932,0,0,,0.5183,167.288,54.9,68.0375,24.5387,284.869,97.4831,107.867,197.515,47.8366,0.0,0.0,0.0,0.598057508,0.837117601,27.2328624,VAMP2,probable
237,1,0,55.75589,0.5131,2.09882,0.837415,9.82517,0.334088,19.1386,1.51429,11.7527,0.0763366,7.89811,0.0,0.959358571,0.0,0.786468923,0.392125212,4.75766587,VDR,probable
376,1,0,95.26537,-0.4626,103.281,127.229,118.082,143.583,34.8442,8.80042,56.1953,16.6194,74.4515,0.0,0.528331768,0.0,,,7.87963926,VEGFA,most likely
38,0,0,763.76634,0.2687,2.44604,1.58242,1.31409,0.631509,7.48462,3.51689,1.48386,1.9349,0.951715,0.0,0.0,0.0,0.146139458,0.310171245,1.98266541,VN1R1,least likely
494,0,0,815.64192,-0.3141,0.0,0.0,0.0,0.0,0.0,1.81143,0.0,0.0321137,0.0,0.0,0.0,0.0,0.111908376,0.000121566,1.98266541,VN1R2,least likely
392,0,0,69.86384,-0.3303,18.552,7.93443,12.6153,12.7032,11.4917,24.8907,15.4007,11.5025,12.1813,0.0,0.0,0.0,0.745582581,0.046391622,7.92940676,YES1,probable
357,0,0,467.93908,0.582,,,,,,,,,,,,,,,,Z98049.1,least likely
62,0,0,54.21767,0.2805,6.76424,1.40316,2.18024,3.38649,2.43897,6.49847,1.18514,0.635257,1.59678,0.0,0.0,0.0,0.792615056,0.272667248,6.84360167,ZAP70,probable
58,0,0,205.6394,0.3799,,,,,,,,,,,,,,,,ZMYM6NB,least likely
1,0,0,10798.95885,,,,,,,,,,,,,,,,,ZSCAN5D,least likely
