wgEncodeBroadHmmHuvecHMM.count,GDI_Score,betamax,Muscle - Skeletal_GTExTPM,Minor Salivary Gland_GTExTPM,Liver_GTExTPM,Testis_GTExTPM,mousescore_Exomiser,fishscore_Exomiser,humanscore_Exomiser,HIPred,pLI_ExAC,SDI,Testis_GTExFC,SignalValue_H3k4me1_median,Pituitary_GTExFC,Small_Intestine_Terminal_Ileum_GTExFC,RVIS_Score,Prostate_GTExFC,Brain_Frontal_Cortex_BA9_GTExFC,Brain_Cortex_GTExFC,Brain_Hypothalamus_GTExFC,Brain_Nucleus_accumbens_basal_ganglia_GTExFC,Colon_Transverse_GTExFC,Skin_Not_Sun_Exposed_Suprapubic_GTExFC,Brain_Caudate_basal_ganglia_GTExFC,`Brain_Spinal_cord_cervical_c-1`_GTExFC,Brain_Anterior_cingulate_cortex_BA24_GTExFC,Skin_Sun_Exposed_Lower_leg_GTExFC,Brain_Cerebellum_GTExFC,Nerve_Tibial_GTExFC,Breast_Mammary_Tissue_GTExFC,Brain_Hippocampus_GTExFC,Brain_Cerebellar_Hemisphere_GTExFC,Brain_Substantia_nigra_GTExFC,Colon_Sigmoid_GTExFC,Ovary_GTExFC,Stomach_GTExFC,Lung_GTExFC,Artery_Coronary_GTExFC,Brain_Putamen_basal_ganglia_GTExFC
320.0,1695.64989,-0.2424,0.0,0.0,0.0,0.458663,0.468244205,0.0,0.0,0.519814193,6.14214934293813e-26,3.97098282,0.775995,7.09937,-1.16671177,-1.5943521300000012,-1.32,-0.8107421799999998,0.28879939,-0.22769948000000004,-0.7716138500000004,-0.36489562,-0.7975795499999999,0.01696781000000001,-2.2979447800000004,-0.4593880400000003,-0.51017474,0.24013099000000007,0.21000632000000014,0.08504419999999997,0.5203529100000001,-0.57186166,0.23281449999999992,-0.36239991000000016,-2.2872479800000005,-0.88164868,-0.8973444199999999,-0.10956735999999999,0.8723481600000004,0.021112889999999992
208.0,693.6775,-0.2077,0.00982898,0.0900213,0.0255395,0.357389,0.0,0.0,0.0,0.778094649,0.999999992314383,10.68395422,-0.290894,4.5604,1.057115,-2.841878,-1.99,0.912685,0.159534,-0.17247,-0.216401,-0.070924,-0.53641,0.881104,0.096762,-0.949463,0.377492,0.681511,0.107842,-0.45877,0.449822,0.40536,0.235775,-0.365158,0.802411,1.008995,-0.660204,-1.813246,0.801746,0.711337
280.0,233.51927,0.211,15.2319,1.63198,0.301743,1.11228,0.540926836,0.0,0.0,0.667762339,0.0023391004236315,6.69970933,0.178783,8.598905899999998,0.855876,-1.347733,-0.27,1.028982,-0.146944,0.675051,0.340568,-0.382452,0.275704,-0.510465,-0.502352,0.46328,-1.227865,0.205697,1.082803,0.126987,0.220822,0.331182,-0.440062,-1.946273,-0.286582,-1.393254,-0.574235,-0.380054,0.737237,0.916598
46.0,1095.64678,-0.2456,7.00801,8.37809,7.91462,17.102,0.0,0.0,0.957427108,0.55241257,0.0059221895613813,1.96798985,-0.176375,8.0315,-0.813185,-0.097907,-0.1685,-0.142553,0.299749,0.102967,-1.208483,-2.287446,0.138314,-0.312647,-1.706753,1.15464,0.394247,0.074653,0.082907,0.201665,-0.380701,0.672654,0.195196,0.912041,0.292614,0.76363,-0.681474,-0.282152,0.665363,0.182304
8.0,235.27173,-0.1763,0.336238,0.23137,11.5862,12.3003,0.0,0.0,0.0,0.123297259,0.0001888423874497,1.97755717,-0.479492,6.87733,-0.501529,1.238244,0.13,-6.643856,-0.292487,-0.633348,-6.643856,-0.545798,1.304366,0.682309,0.270876,-6.643856,-0.32892,-0.299985,0.423663,0.466331,0.690733,-1.624881,0.448348,0.50431,1.224388,0.445454,0.675084,0.293356,1.629966,-0.335292
1.0,986.92433,0.5332,9.40372,32.6808,181.103,25.5073,0.0,0.0,0.0,0.770912826,1.86116477095909e-07,2.97639148,-0.155076,8.35882,0.411157,0.361494,0.22,0.391748,0.340549,0.327357,-0.260935,0.224818,0.306909,0.481725,0.283163,0.41945,0.373332,0.532648,-0.316318,0.328898,0.300631,1.103031,-0.332561,1.148967,0.393871,0.47729,0.277102,0.432528,0.608547,0.243526
81.0,1292.6128,0.2211,0.972744,1.7701,0.745953,0.553005,0.0,0.0,0.0,0.704433322,0.993830465042737,2.8304118,2.897399,11.7362,3.87599,2.584827,-0.26,3.735579,3.388707,1.281653,3.312715,3.253547,-3.244911,3.986849,-6.643856,3.309828,2.021782,3.163717,-6.643856,3.186712,3.74593,3.401866,-6.643856,4.079688,2.716147,-6.643856,3.972684,3.615646,3.540304,3.5983
26.0,43.02086,0.7476,19.6023,14.9767,16.5816,8.05378,0.0,0.0,0.0,0.809006751,0.99983680888605,2.8304118,-0.125076,8.62799,0.661957,0.618839,-0.42,-0.432691,-0.564193,0.191069,1.369206,0.2884,0.392951,0.109498,0.10912,-0.231791,-0.474556,-0.123806,0.389892,-0.051981,-0.072453,-0.636481,0.47571,0.566067,-0.120394,-0.18032,0.854359,-0.225065,0.086726,-0.105741
215.0,400.14042330000007,0.351,14.0345,13.2299,8.82313,49.9014,0.0,0.0,0.0,0.72829324,0.999882540750175,0.0,0.099188,7.56499,0.361596,0.892605,-0.99,0.721437,-0.234277,0.295614,-0.136955,-0.216433,0.128495,0.128323,0.238291,0.116328,0.204244,0.097635,-0.104645,-0.042241,-0.171158,-0.118862,0.159167,-0.086249,0.257591,0.379167,-0.102201,-0.077195,0.183368,0.109117
39.0,115.75595,0.2966,6.0034,43.7703,1.67254,15.6647,0.804354974,0.0,0.0,0.638582647,0.999438621805128,5.83357103,0.066757,8.50821,0.397061,-0.293032,-1.31,0.607762,-0.557174,-0.124126,-0.465587,-0.506462,-0.509919,0.113898,0.530935,-0.332074,-1.394423,0.176104,0.247364,0.257348,0.547868,0.635237,0.27235,0.607412,0.363354,0.834706,0.525697,0.19867,-0.192136,0.383463
28.0,6537.42463,-0.1682,0.0475561,0.0755362,0.0190877,0.875173,0.395367293,0.0,0.0,0.177065939,8.427413552634999e-14,3.79511105,0.415688,9.6155,0.792864,0.700798,0.28,-1.530015,-0.04316619000000002,-0.18459961000000008,-0.7436279300000004,0.859788,0.030671010000000002,1.798889,1.429304,-0.7886727600000001,0.11922262000000006,-0.478608,-0.6366083,-0.403883,-2.585297,-0.5714599600000001,-0.09473695999999998,-0.8249878900000006,-0.4287353799999999,0.024676519999999983,0.02893023000000001,-0.692775,1.469797,-1.893968
19.0,25.55771,0.2408,20.2476,3.41187,14.9237,37.9799,0.0,0.0,0.0,0.788574338,0.826067878054453,7.92021891,-0.282452,7.79645,-1.076443,1.557665,-0.07,0.301758,-1.446539,-6.643856,-0.286481,1.545025,-0.566456,0.35742,-6.643856,1.651814,-6.643856,0.313876,0.260652,-0.278214,0.226202,-2.166337,0.286615,1.103265,0.766029,0.60351,-0.247518,-0.472091,0.55314,1.288776
148.0,49.57694,-0.3138,0.0078863,0.0145287,197.432,4.35115,0.0,0.0,0.0,0.319299012,3.71516467731254e-06,3.64963493,0.448036,7.58952,-0.369671,-6.643856,-1.02,-4.448028,0.752565,0.299681,0.446113,-0.512468,-1.3516247700000006,-0.363384,-6.643856,1.593339,-0.499124,-0.545638,-1.253847,0.05110586999999999,0.051392989999999986,2.442825,-0.294426,0.993654,-2.21361162,-6.643856,-0.2920270500000001,-1.1285761200000004,-1.6093595500000006,1.419795
1.0,1219.29265,0.08249999999999998,148.579,5.09637,1.46751,7.21154,0.906644289,0.0,0.0,0.637993336,0.135386792584163,17.64906737,0.234029,8.14338,0.531513,0.846567,-0.18,1.90344,0.391117,0.611489,0.488931,0.359993,0.469424,-1.570838,0.338869,-2.333982,1.357182,0.352168,-1.032064,1.020189,-1.839644,0.865275,-0.700643,0.820743,0.22358,0.592662,0.295044,1.114792,-1.096353,0.50698
10.0,320.26955,0.1648,0.413502,36.0682,5.94754,1.44884,0.0,0.0,0.0,0.764511526,0.891567478844834,2.90120367,0.619269,7.4751,0.617745,-0.548269,0.17,-0.385172,-0.280757,1.057222,-0.229325,-0.304153,0.14242,-0.521255,-0.423901,0.299211,-2.561732,0.143055,-0.847941,0.180558,0.298086,-0.270145,0.354584,1.486201,0.546681,-0.249976,0.476502,0.465188,1.738217,0.526182
9.0,415.36286,-0.229,0.0397713,23.0861,1.04292,6.14332,0.0,0.0,0.0,0.684255004,0.0080311958301172,2.93433955,-0.143357,6.942801449999999,2.80458,1.066945,0.33,1.644002,1.978281,2.006981,4.956561,-2.9951789600000014,0.600307,-0.244606,-3.333032510000002,0.5184486900000003,6.02017,0.148139,-6.643856,1.324205,2.857078,2.271176,1.696678,-1.713670890000001,-6.643856,-1.307749,2.452229,1.080578,1.663573,-0.8899116299999997
1.0,15.98083,0.038856999999999996,1.26898,19.6755,0.579102,14.7575,0.0,0.0,0.0,0.70702368,0.574964447374533,2.81500504,0.136221,9.01336,-0.281647,0.935887,-1.22,0.365173,0.181506,0.23631,-1.473896,0.54609,-0.241688,0.235053,-0.501234,0.180671,0.731398,0.092055,-1.00923,-0.387605,0.163412,0.70676,0.236348,0.323172,-0.228314,1.405944,0.21736,-0.345095,-0.602745,0.686628
12.0,50.78753,0.3151,0.124137,0.316438,0.210884,0.251367,0.570663532,0.0,0.0,0.767620981,0.98820862479259,11.8139906,0.450565,7.51996,0.308629,-0.944712,-1.15,-0.545779,-0.361554,0.390678,0.668675,-0.137496,-0.205037,-0.285822,-0.425648,0.729868,0.730691,-0.750805,0.516326,-0.151358,-0.180967,0.145594,0.335659,-6.643856,-0.259297,-0.718965,0.510587,-0.238984,-0.368567,-1.255927
309.0,138.92944,0.3921,28.0971,20.1829,10.3478,7.27596,0.477894065,0.0,0.957427108,0.824708164,0.868268313208796,10.52385559,0.233212,11.3709,0.194212,-0.441699,-0.34,0.246696,0.09552,0.515697,-0.651177,-0.679393,0.089448,-0.128003,0.112481,-0.762531,-0.43954,-0.146761,0.282991,-0.266796,0.383822,1.163304,0.207186,0.615721,0.273968,0.352829,0.373173,0.385097,-0.905347,-0.164169
230.0,113.09937,-0.4184,14.6306,20.4811,1.03405,56.1038,0.0,0.0,0.0,0.604412496,0.0129697790449358,3.83438442,-0.239215,10.0301,1.512645,-0.302085,-0.53,-1.23452,-0.635102,-0.748666,0.551849,0.391785,-0.401803,0.256912,0.445944,-6.643856,0.657647,0.222943,0.61336,-0.37047,0.735615,0.673208,-0.630987,0.754494,-0.405917,0.338157,0.561908,-0.323413,-0.652467,0.38236
15.0,21.70049,-0.1717,4.25568,8.95096,2.25042,15.5573,0.0,0.0,0.0,0.693781972,0.036218317626175,7.9682249,0.133239,7.5651,-0.193789,-0.193762,-0.3548999999999999,-0.138281,0.597249,0.377891,0.513537,-0.133973,-0.095,-0.170956,0.32821,0.483969,0.998997,-0.151076,-0.169871,-0.093709,-0.147847,-0.136257,-0.195058,-0.21342,-0.167624,-0.172206,-1.111511,-0.181616,0.094372,0.346972
433.0,34.06577,-0.454,4.29233,0.454691,1.63132,9.13376,0.0,0.0,0.0,0.724559009,0.999530959870119,1.61745951,0.082115,9.3844,0.112604,-0.688191,-1.11,-0.618598,0.268492,0.290006,0.906459,-0.163872,0.603774,0.243275,0.271877,-1.316309,0.700845,0.186082,0.363934,-0.269777,-0.20921,0.781091,0.386143,0.291376,0.147214,-2.766884,0.821302,0.220398,-0.742502,-0.594685
66.0,10.57923,0.3742,30.4389,37.4704,65.945,16.97,0.0,0.0,0.0,0.207913831,0.0004392572393214,2.99256063,-0.939078,9.421005,0.124821,0.39184,0.20230000000000012,-0.516904,-0.128094,-0.176743,0.554973,-0.914743,0.213694,-0.062535,0.27956,0.638606,-0.832684,-0.396811,-0.184169,0.096262,-0.106686,0.616076,1.116746,-0.152094,-0.14988,-0.536652,-0.249361,-0.099776,0.254655,-0.238328
42.0,46.4952,-0.4599,51.8001,35.7168,18.3302,44.0638,0.0,0.0,0.0,0.839585781,0.999953160240961,3.66240179,-0.110144,6.9087,0.360644,0.271679,-0.89,-0.16324,-0.289741,-0.132747,0.050676,0.079503,0.097742,-0.085508,0.174066,-0.241711,-0.314691,-0.22275,-0.150932,0.120224,-0.158484,-0.259472,0.043131,0.314157,-0.034321,-0.683619,-0.195309,-0.107281,-0.431084,0.041214
17.0,4051.69126,0.4441,1.8462,66.9089,0.663081,51.9819,0.930627006,0.0,0.0,0.786468923,0.999462431417641,7.79276302,-0.352032,7.06695,-0.838491,-0.242561,-0.34,-0.374382,-0.094986,0.078075,-0.58354,-0.22629,-0.319392,-0.128172,-0.156263,0.046258,-0.176666,0.47364,-0.104619,-0.182318,-0.489951,-0.298565,0.200259,0.175143,0.660986,-0.550093,0.1544,0.131537,-1.233346,-0.192277
19.0,94.00915,0.4368,48.2512,184.709,38.9466,124.167,0.0,0.0,0.0,0.444217145,0.241537680178233,0.0,0.339317,6.12255,0.472246,-0.378404,-0.03,1.911876,0.924509,0.45738,2.18616,1.072874,-0.726186,0.239249,0.394131,-6.643856,-6.643856,-0.129177,-0.371253,-0.128763,-1.133551,1.264732,0.328011,-3.417025,-0.261721,0.502322,-0.177027,-0.234608,-1.219574,0.505783
163.0,30.58676,0.6295,0.0467318,0.221724,0.0,0.140474,0.0,0.0,0.0,0.123297259,0.0001441238477662,1.98266541,0.395324,8.1583577,-2.877511,1.532656,0.17,-6.643856,0.809782,-0.955853,-2.4365251399999996,2.046135,1.984369,0.994977,-2.705756,-2.49748511,-1.046551,-6.643856,-1.649594,0.387782,-1.277434,-2.0695298799999997,0.624617,-1.741903370000001,1.27902,-6.643856,1.334732,0.556838,1.912042,-1.1523505299999999
16.0,1623.12511,-0.2699,0.0,0.0,0.0,0.0980923,0.0,0.0,0.0,0.123297259,0.065390402368431,1.98266541,-2.700866,8.208146899999996,-1.3538526700000006,-1.084752,1.2,-2.34447634,0.22026506999999995,-0.8679094,-1.8683381599999993,-0.03254775000000003,-0.7175367600000002,-0.40497190000000033,-1.93866454,-1.0753706900000006,-0.35233231999999987,-0.35656859000000013,-0.34000825999999973,-0.031574930000000064,-1.5601630099999997,-1.5870345999999989,0.45597509000000014,-2.102534610000001,-1.8881808500000004,-2.20252243,-1.2791243000000003,-1.2960367499999992,-0.1505611600000003,-1.9391959600000006
118.0,802.33751,0.3182,0.270012,1.26698,0.330379,1.34866,0.0,0.0,0.0,0.146139458,0.0497384495024723,2.96764242,0.963556,7.784029300000003,1.004698,0.807289,1.42,1.129714,0.944379,0.935199,1.023635,0.785081,0.920788,0.680964,0.816832,1.39518,0.997176,0.694116,0.839237,0.870873,0.904576,1.041371,1.050171,1.028451,0.907502,0.813705,0.717037,0.874239,0.947467,0.917007
272.0,305.63901,-0.4045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111908376,6.30040071512039e-06,1.98266541,-0.4098376399999992,9.03776,-0.9296491300000003,-0.44887849999999996,0.19,-2.4347603799999993,-0.17180927999999995,-0.13224738000000014,-1.8026336299999985,0.09413803999999995,-0.66888524,1.0049010800000002,-2.6967281800000014,-0.8313015300000002,0.023510680000000034,2.399194,-0.2732097099999999,0.2982458499999998,0.14954485999999995,-1.7388654399999997,0.16289943,-1.9455184600000004,-2.947351160000001,-2.2190473999999996,-0.9497004399999992,-0.9590234199999998,0.99576864,-1.3159589500000002
187.0,3.16493,-0.6705,0.0,0.0,0.0,0.0916003,0.0,0.0,0.0,0.186891869,0.490002147026831,0.0,0.731589,8.575002749999994,-1.0247931099999998,-1.7427851800000027,0.06729999999999998,-0.5914473900000001,-0.10124283999999996,-0.19587255000000006,-1.4294349499999996,-0.5776937599999998,-0.7884379599999999,-0.15688843999999996,-2.3768433199999994,-2.51979763,-0.8464797699999994,-0.5248475200000001,-0.12171979000000004,0.09877404000000004,0.30636825999999984,-1.4988897799999998,0.2758253399999999,-2.44346812,-2.38209264,-1.3498294500000008,-0.9306495199999993,-0.6419697200000001,0.6373636399999998,-1.5621944899999998
33.0,1070.45038,0.1975,3.25418,14.1676,9.70064,10.181,0.0,0.0,0.0,0.824708164,0.98960502908944,6.56033859,0.176964,9.9026,-0.81349,0.584021,-0.22,0.449328,-0.165712,0.242384,1.037136,0.260446,0.251395,0.116828,0.709661,-1.835651,0.179113,-0.151081,0.08769,-0.061082,-0.328814,1.023881,-0.85324,1.457147,-0.067951,-0.178762,-0.06168,0.089145,-0.166336,-0.222843
30.0,56.37626,0.9415,0.0,0.0625709,0.0,2.72336,0.0,0.0,0.0,0.693340123,0.866151189063377,14.05338892,0.317751,10.2605,-0.20068905999999997,-0.463873,-0.3668000000000003,-0.5397204600000002,1.122796,1.473936,-0.8489807699999996,0.541103,-1.437728,0.937576,-1.61317,-0.9020201600000002,-1.1302307600000003,0.969252,0.16534594,-0.17535191000000008,0.010965479999999993,-0.08646293,0.36586589999999986,1.162932,-1.5514710199999997,-0.18065222000000006,0.472092,-0.5343602099999999,-0.6452400899999999,0.629284
73.0,3646.95795,0.2077,1.93328,6.63545,1.37343,1.54232,0.0,0.0,0.894080968,0.123297259,7.05368251291393e-26,0.0,0.283792,9.82427,0.304013,0.238498,1.97,-0.112131,0.509274,0.386008,0.125884,-0.353104,0.058503,-0.109385,-0.08167,0.328588,0.105292,-0.104029,0.325887,-0.076952,-0.106234,0.526619,0.108347,0.406415,-0.382248,-0.27913,0.30385,0.425276,0.646592,-0.138984
25.0,126.47135,0.1705,0.112094,0.539514,0.0869152,17.4274,0.0,0.0,0.0,0.5495039746100003,0.2462769278442994,0.0,0.297599,10.116245,0.390071,-6.643856,-0.17369923899999995,0.831421,-2.159321,0.778439,0.402472,-1.004492,-3.799154,-0.290943,0.426019,-1.848379,-0.924388,0.820269,0.305793,-0.645406,-1.96064,1.008224,1.262507,-0.660404,-0.393737,0.82996,1.258195,0.730183,0.537575,1.214336
1.0,472.6638,-0.3708,5.5196,29.0244,8.99936,17.7424,0.731960198,0.0,0.0,0.831385493,0.354132528348928,13.82529558,0.252172,10.0243,0.286668,-0.372991,-0.12,0.24262,-0.365534,0.21115,0.506797,1.087078,0.298794,0.333247,-1.169352,-1.685723,0.2392,0.221636,0.313833,0.147187,0.283794,-0.39688,0.082534,1.006388,0.088806,-0.262172,0.181206,0.228115,0.737702,0.531654
61.0,1518.25778,0.2327,7.51509,21.2438,5.20517,9.28207,0.395367293,0.0,0.957427108,0.679628551,0.0110547982037593,7.91602311,-0.159399,7.78828,0.155543,1.437432,0.18,0.189488,0.684589,0.275841,-1.117737,0.236699,0.323346,0.151883,0.288739,-0.619306,-0.24808,0.125433,0.213546,-0.44699,0.179008,0.476042,0.157805,0.236582,0.186114,-0.918561,-0.136802,0.116627,0.600328,0.162989
86.0,378.07788,-0.6402,1.68196,12.2982,3.44507,4.40311,0.477735479,0.0,0.0,0.603037536,0.245000802643493,2.97531153,0.53788,10.5098,2.892547,-0.940605,-0.47,-0.484142,0.484418,0.552408,-1.964831,-1.110994,-1.851342,0.145389,-6.643856,0.538719,0.215469,-0.807526,0.531631,-0.230974,0.330125,0.667142,-6.643856,-1.988347,-3.034095,0.322498,0.77855,0.29906,1.192735,0.547889
181.0,1723.9194,-0.4662,67.2421,73.466,34.1568,65.6243,0.0,0.0,0.0,0.801729143,0.999999999998354,7.96584047,-0.048316,9.75511,0.058314,-0.030733,-3.42,-0.090542,0.231743,-0.349584,0.494349,0.110202,-0.028144,-0.114092,-0.397617,-1.170089,0.535193,-0.089893,-0.274546,-0.058569,-0.090252,0.388061,0.080219,0.356796,0.052804,-0.098227,-0.120399,0.047025,-0.467564,0.320582
400.0,1053.74919,-0.4406,3.41237,18.0126,15.0274,30.9423,0.0,0.0,0.0,0.288511723,8.14596215918246e-06,1.9977004,0.146134,12.1361,0.180162,0.27923,-0.05,0.235551,-1.001608,0.163731,1.930056,0.195762,0.222433,0.11624,0.13014,0.349649,-0.629722,0.111783,0.29982,0.22416,0.218293,0.340539,0.282329,0.270365,0.211077,0.366439,0.121986,0.266051,0.198945,0.657532
1.0,57.52956,-0.01818399999999999,1.22458,4.98175,2.47477,26.9918,0.0,0.0,0.0,0.413446665,0.15528270100677,0.0,-0.17147,8.03639,0.315102,0.261074,-0.3139984780000001,-0.243633,0.268458,0.399109,0.513482,-1.397395,-0.237342,0.097424,-0.958838,0.829953,1.314363,0.405085,0.488591,-0.087188,0.201898,-0.772019,1.046896,1.840356,-0.313369,0.521825,0.260277,0.348685,0.279802,0.896602
1.0,1010.5302643000001,0.19388100000000005,12.1885,31.1115,11.6694,12.5914,0.0,0.0,0.0,0.30187729,0.997954015355093,4.93672721,0.13484,6.67789,-0.711335,0.091856,-0.21,-0.69056,-0.202016,0.217401,0.196497,-0.129332,-0.133542,-0.094112,0.253195,0.289195,-0.188466,-0.080933,0.090956,-0.067625,0.082208,0.120333,0.135914,-0.1493,-0.15228,-0.369025,-0.234974,0.071754,-0.976868,-0.115539
670.0,15.3263,-0.6038,5.44301,18.8346,6.86862,14.8261,0.570663532,0.0,0.957427108,0.831385493,0.91222295333147,13.71759198,-0.343962,7.41358,-1.24357,0.363186,-0.25,0.579023,0.999698,0.216064,0.194334,-0.39756,0.394553,-0.541348,-0.212706,-1.726145,-1.338926,-0.550911,-0.192522,-0.127048,-0.507192,-0.762736,-0.865121,0.504512,-0.442427,-0.773465,-0.316324,0.619264,0.146845,0.307828
5.0,49.60335,-0.2484,5.65019,9.68596,3.26322,37.6496,0.0,0.0,0.0,0.444217145,0.505141848020281,3.52306165,0.08198,10.176,0.211712,0.095567,-0.36,-0.127806,0.316536,0.214443,-0.10996,0.188768,0.238527,-0.095579,0.214325,0.30901,0.19268,0.116149,0.206878,0.157749,0.205911,0.170183,-0.153767,0.419002,0.130511,0.23532,0.192919,0.258617,0.165541,0.23763
402.0,817.4218,0.3921,4.51761,9.8461,8.02567,9.2072,0.0,0.0,0.0,0.705665529,1.65553537627815e-08,2.97859857,-0.179963,8.07531,0.182747,0.164861,-0.83,0.271432,0.059901,0.303465,-0.108518,0.277259,0.192494,0.163876,0.119943,0.624562,0.108496,0.219565,-0.161377,0.140307,0.110577,0.415585,-0.205771,-0.15852,-0.090058,-0.242346,0.247403,-0.222385,0.382925,-0.396044
407.0,4421.9007,-0.5121,3.53118,8.12886,2.53493,8.37325,0.0,0.0,0.0,0.288511723,0.0003752483050258,5.80132248,0.180584,8.81244,-0.409224,0.521447,-0.2,0.381724,0.549704,-0.134247,0.4583,-0.21259,-0.559962,-0.166346,-0.116843,0.51263,-0.233578,0.287677,-0.391046,-0.048027,-0.229482,-0.289224,-0.083445,-0.814015,-0.139519,0.481315,0.222563,0.260113,0.310322,-0.753036
39.0,2192.08637,-0.1704,0.416097,0.933772,0.32723,2.73371,0.0,0.0,0.0,0.824708164,0.988510645026986,1.86907763,-1.123218,7.99502,-0.409333,0.677735,-0.07,0.975784,0.161066,0.274054,2.04117,0.265175,0.466218,-0.197432,0.819659,-1.247098,0.769983,-0.174232,-0.750406,0.249503,0.638151,0.338697,0.176743,-2.005306,0.932608,-6.643856,0.328218,0.245383,0.557032,1.022717
28.0,5973.09032,0.1674,0.213716,1.47112,0.628823,27.2807,0.390198871,0.0,0.0,0.215832233,1.68589239610196e-23,7.7297060434,-0.444927,7.75805,1.004215,0.708,1.71,0.676729,0.974213,0.959874,0.841632,-1.003013,-0.765019,-0.560012,0.922905,0.88956,1.076039,0.65505,0.808384,0.59308,-0.602359,0.871044,0.810769,1.035654,-0.757064,0.401585,-0.872041,-0.612907,-0.823365,-1.022872
894.0,836.45901,-0.8241,0.0,0.0,0.0,0.863823,0.0,0.0,0.0,0.208481908,3.18086247757233e-08,8.9127305,1.52499,7.867899300000001,-1.1819052200000002,-1.2562833499999997,-0.55,-1.90705,-0.07142251,-0.11751757000000003,-1.57648999,-0.02266431,-0.45371157999999995,0.16920739,-2.7678010199999994,-0.51294964,-0.26270492000000006,0.52630218,0.16863999999999998,0.16620192,1.15393,-1.28040297,0.27246219999999993,-1.0019596599999998,-2.2468899899999997,-1.32391182,-0.768407,-0.09204349999999996,0.7445290899999999,0.13958112000000006
1932.0,631.4433545999999,0.5183,47.9107,71.8359,24.5387,97.4831,0.0,0.0,0.0,0.598057508,0.837117600739375,27.2328624,0.103448,5.97131,0.12811,0.326195,-0.05,0.164294,0.203787,-0.156217,-0.351712,-0.25135,-0.095893,-0.079522,0.296796,0.25692,0.228692,-0.059039,0.195246,0.075929,0.090794,0.288515,0.179888,0.414613,0.071066,-0.354929,0.112829,-0.061373,-0.120251,0.342608
1.0,332.65362,0.007043999999999999,58.7864,35.7736,6.3716,48.3478,0.477262341,0.0,0.0,0.639467537,0.994870401764453,17.84158698,-0.195274,8.18484,0.147579,0.115763,-1.79,0.240646,-0.206152,0.157507,0.158894,0.164328,-0.106662,-0.114385,-0.201979,1.640821,0.331941,-0.106764,-0.299846,-0.11034,-0.117442,0.699136,-0.857095,0.584087,-0.141184,-0.291319,-0.152549,0.115884,-1.208765,0.153745
237.0,55.75589,0.5131,1.41063,8.24028,0.334088,1.51429,0.959358571,0.0,0.0,0.786468923,0.392125211518415,4.75766587,-0.287412,7.59131,-1.15777,0.462716,-0.62,0.576754,-0.867612,-0.487937,0.719213,-6.643856,-0.157049,-0.091365,-6.643856,1.051036,-6.643856,-0.093511,-6.643856,1.235128,-0.224942,1.766514,1.101193,-2.251026,-0.541575,-1.883953,-0.392739,0.203645,1.536193,-1.10846061
376.0,95.26537,-0.4626,128.949,48.4381,143.583,8.80042,0.528331768,0.0,0.0,0.66873184627,0.4326568716489485,7.87963926,-1.006638,7.00571,-0.636555,0.4055,-0.7246992390000001,-6.643856,2.002938,1.749947,-0.944468,-0.417131,-1.469416,-0.290978,1.657197,1.352031,2.236093,-0.144418,-0.880271,0.256851,0.344346,1.832052,0.255721,1.740304,-1.062173,-6.292748,0.310581,0.390862,0.558394,-0.455148
38.0,763.76634,0.2687,1.91974,1.5862,0.631509,3.51689,0.0,0.0,0.0,0.146139458,0.310171245019823,1.98266541,-0.283032,8.137436600000003,-0.184993,0.506917,0.24,-0.491874,0.315641,-0.213432,0.384941,-0.396464,0.303238,0.455997,0.3408,-0.452015,-0.283241,0.410308,-0.23492,-0.397014,-0.410778,-0.286035,0.254239,0.333453,-0.458673,0.78239,-0.434256,-0.542163,-0.560303,-0.40418
494.0,815.64192,-0.3141,0.0,0.0,0.0,1.81143,0.0,0.0,0.0,0.111908376,0.0001215656351239,1.98266541,-2.1774,6.87694,-1.35857906,-1.0968658999999998,0.62,-2.3839464400000003,0.10375967,-0.4910589200000001,-1.8254670599999985,-0.13397369000000003,-0.8731928500000002,-0.15687986999999998,-1.6563544299999993,-1.0430708800000001,-0.35922718,0.3122576400000001,-1.507571,-0.06055691000000007,-1.1588606,-1.2901193599999992,0.802267,-1.5268399000000001,-2.685227350000001,-1.9298617299999996,-1.0612573099999998,-0.8724615500000001,-0.016205700000000104,-0.9584223699999994
392.0,69.86384,-0.3303,6.28448,21.7509,12.7032,24.8907,0.0,0.0,0.0,0.745582581,0.0463916223696272,7.92940676,-0.110449,9.43849,0.10101,-0.094478,-0.2,-0.243817,0.151851,0.155665,0.237485,0.16261,-0.15088,-0.051845,0.148864,0.249476,0.784135,-0.043352,-0.17209,-0.146485,0.081869,-0.270916,0.176751,-1.106515,0.1168,1.632377,0.089977,0.100798,0.098462,-0.182761
